"initial_alias","converted_alias","name","description","namespace"
"CYP4F29P","ENSG00000290541","CYP4F29P","cytochrome P450 family 4 subfamily F member 29, pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:54055]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"DCST1-AS1","ENSG00000232093","DCST1-AS1","DCST1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41147]","GENECARDS,HGNC"
"DCT","ENSG00000080166","DCT","dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDO","ENSG00000203797","DDO","D-aspartate oxidase [Source:HGNC Symbol;Acc:HGNC:2727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX39B","ENSG00000198563","DDX39B","DExD-box helicase 39B [Source:HGNC Symbol;Acc:HGNC:13917]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX58","None","None","None",""
"DDX60","ENSG00000137628","DDX60","DExD/H-box helicase 60 [Source:HGNC Symbol;Acc:HGNC:25942]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DDX60L","ENSG00000181381","DDX60L","DExD/H-box 60 like [Source:HGNC Symbol;Acc:HGNC:26429]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DES","ENSG00000175084","DES","desmin [Source:HGNC Symbol;Acc:HGNC:2770]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DHX58","ENSG00000108771","DHX58","DExH-box helicase 58 [Source:HGNC Symbol;Acc:HGNC:29517]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DLGAP5","ENSG00000126787","DLGAP5","DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DPYSL4","ENSG00000151640","DPYSL4","dihydropyrimidinase like 4 [Source:HGNC Symbol;Acc:HGNC:3016]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DQX1","ENSG00000144045","DQX1","DEAQ-box RNA dependent ATPase 1 [Source:HGNC Symbol;Acc:HGNC:20410]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DTL","ENSG00000143476","DTL","denticleless E3 ubiquitin protein ligase homolog [Source:HGNC Symbol;Acc:HGNC:30288]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DUSP4","ENSG00000120875","DUSP4","dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"DYNC1I2P1","ENSG00000225137","DYNC1I2P1","dynein cytoplasmic 1 intermediate chain 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45012]","GENECARDS,HGNC"
"E2F8","ENSG00000129173","E2F8","E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EDA","ENSG00000158813","EDA","ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF2AK2","ENSG00000055332","EIF2AK2","eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EIF4HP1","ENSG00000233830","EIF4HP1","eukaryotic translation initiation factor 4H pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49035]","GENECARDS,HGNC"
"EMP1","ENSG00000134531","EMP1","epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENPP3","ENSG00000154269","ENPP3","ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ENSAP2","ENSG00000259032","ENSAP2","endosulfine alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:20011]","GENECARDS,HGNC"
"EPB41L3","ENSG00000082397","EPB41L3","erythrocyte membrane protein band 4.1 like 3 [Source:HGNC Symbol;Acc:HGNC:3380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHA2","ENSG00000142627","EPHA2","EPH receptor A2 [Source:HGNC Symbol;Acc:HGNC:3386]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPHB2","ENSG00000133216","EPHB2","EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EPSTI1","ENSG00000133106","EPSTI1","epithelial stromal interaction 1 [Source:HGNC Symbol;Acc:HGNC:16465]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ERCC6L","ENSG00000186871","ERCC6L","ERCC excision repair 6 like, spindle assembly checkpoint helicase [Source:HGNC Symbol;Acc:HGNC:20794]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EREG","ENSG00000124882","EREG","epiregulin [Source:HGNC Symbol;Acc:HGNC:3443]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"EXOC3L1","ENSG00000179044","EXOC3L1","exocyst complex component 3 like 1 [Source:HGNC Symbol;Acc:HGNC:27540]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FAM225A","ENSG00000231528","FAM225A","family with sequence similarity 225 member A [Source:HGNC Symbol;Acc:HGNC:27855]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"FBLN5","ENSG00000140092","FBLN5","fibulin 5 [Source:HGNC Symbol;Acc:HGNC:3602]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FBXO39","ENSG00000177294","FBXO39","F-box protein 39 [Source:HGNC Symbol;Acc:HGNC:28565]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FCAR","ENSG00000186431","FCAR","Fc alpha receptor [Source:HGNC Symbol;Acc:HGNC:3608]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FCGR1CP","ENSG00000265531","FCGR1CP","Fc gamma receptor Ic, pseudogene [Source:HGNC Symbol;Acc:HGNC:3615]","GENECARDS,HGNC"
"FFAR3","ENSG00000185897","FFAR3","free fatty acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:4499]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FFAR4","ENSG00000186188","FFAR4","free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FLG-AS1","None","None","None",""
"FLJ46284","ENSG00000248858","FLJ46284","uncharacterized LOC441369 [Source:NCBI gene (formerly Entrezgene);Acc:441369]","ENTREZGENE,WIKIGENE"
"FLOT1","ENSG00000137312","FLOT1","flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FN1","ENSG00000115414","FN1","fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FOXC1","ENSG00000054598","FOXC1","forkhead box C1 [Source:HGNC Symbol;Acc:HGNC:3800]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FRG1GP","ENSG00000283023","FRG1GP","FSHD region gene 1 family member G, pseudogene [Source:HGNC Symbol;Acc:HGNC:51766]","GENECARDS,HGNC"
"FST","ENSG00000134363","FST","follistatin [Source:HGNC Symbol;Acc:HGNC:3971]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FTCD","ENSG00000160282","FTCD","formimidoyltransferase cyclodeaminase [Source:HGNC Symbol;Acc:HGNC:3974]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FZD6","ENSG00000164930","FZD6","frizzled class receptor 6 [Source:HGNC Symbol;Acc:HGNC:4044]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"FZD7","ENSG00000155760","FZD7","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GALM","ENSG00000143891","GALM","galactose mutarotase [Source:HGNC Symbol;Acc:HGNC:24063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GAPDHP14","ENSG00000236056","GAPDHP14","glyceraldehyde-3-phosphate dehydrogenase pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:4160]","GENECARDS,HGNC"
"GAPDHP63","ENSG00000218582","GAPDHP63","glyceraldehyde 3 phosphate dehydrogenase pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:4157]","GENECARDS,HGNC"
"GAPDHP65","ENSG00000235587","GAPDHP65","glyceraldehyde 3 phosphate dehydrogenase pseudogene 65 [Source:HGNC Symbol;Acc:HGNC:4143]","GENECARDS,HGNC"
"GBP1","ENSG00000117228","GBP1","guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GBP1P1","ENSG00000225492","GBP1P1","guanylate binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39561]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"GBP1P1","ENSG00000290525","GBP1P1","guanylate binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39561]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"GCATP1","ENSG00000270878","GCATP1","glycine C-acetyltransferase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:20013]","GENECARDS,HGNC"
"GFPT2","ENSG00000131459","GFPT2","glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GGNBP2","ENSG00000278311","GGNBP2","gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GIHCG","ENSG00000257698","GIHCG","GIHCG inhibitor of miR-200b/200a/429 expression [Source:HGNC Symbol;Acc:HGNC:52649]","GENECARDS,HGNC"
"GLDC","ENSG00000178445","GLDC","glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GNAS-AS1","ENSG00000235590","GNAS-AS1","GNAS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24872]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"GOLGA2P10","ENSG00000255769","GOLGA2P10","GOLGA2 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:26229]","GENECARDS,HGNC"
"GPR15","ENSG00000154165","GPR15","G protein-coupled receptor 15 [Source:HGNC Symbol;Acc:HGNC:4469]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPR63","ENSG00000112218","GPR63","G protein-coupled receptor 63 [Source:HGNC Symbol;Acc:HGNC:13302]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GPX1P1","ENSG00000197582","GPX1P1","glutathione peroxidase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4560]","GENECARDS,HGNC"
"GREM2","ENSG00000180875","GREM2","gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"GRIK1-AS1","ENSG00000174680","GRIK1-AS1","GRIK1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16458]","GENECARDS,HGNC"
"GTSCR1","ENSG00000263417","GTSCR1","Gilles de la Tourette syndrome chromosome region, candidate 1 [Source:HGNC Symbol;Acc:HGNC:18406]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"GUCY2D","ENSG00000132518","GUCY2D","guanylate cyclase 2D, retinal [Source:HGNC Symbol;Acc:HGNC:4689]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H1-0","ENSG00000189060","H1-0","H1.0 linker histone [Source:HGNC Symbol;Acc:HGNC:4714]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"H2BC18","ENSG00000203814","H2BC18","H2B clustered histone 18 [Source:HGNC Symbol;Acc:HGNC:24700]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HACD1","ENSG00000165996","HACD1","3-hydroxyacyl-CoA dehydratase 1 [Source:HGNC Symbol;Acc:HGNC:9639]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HAR1B","ENSG00000231133","HAR1B","highly accelerated region 1B [Source:HGNC Symbol;Acc:HGNC:33118]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HAS3","ENSG00000103044","HAS3","hyaluronan synthase 3 [Source:HGNC Symbol;Acc:HGNC:4820]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HBEGF","ENSG00000113070","HBEGF","heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HCP5","ENSG00000206337","HCP5","HLA complex P5 [Source:HGNC Symbol;Acc:HGNC:21659]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HELZ2","ENSG00000130589","HELZ2","helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HERC2P3","ENSG00000180229","HERC2P3","HERC2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4871]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HERC2P3","ENSG00000290376","HERC2P3","HERC2 pseudogene 3 [Source:NCBI gene (formerly Entrezgene);Acc:283755]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"HERC5","ENSG00000138646","HERC5","HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HERC6","ENSG00000138642","HERC6","HECT and RLD domain containing E3 ubiquitin protein ligase family member 6 [Source:HGNC Symbol;Acc:HGNC:26072]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HES4","ENSG00000188290","HES4","hes family bHLH transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:24149]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLA-DRB1","ENSG00000196126","HLA-DRB1","major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:HGNC:4948]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLA-DRB5","ENSG00000198502","HLA-DRB5","major histocompatibility complex, class II, DR beta 5 [Source:HGNC Symbol;Acc:HGNC:4953]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HLF","ENSG00000108924","HLF","HLF transcription factor, PAR bZIP family member [Source:HGNC Symbol;Acc:HGNC:4977]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMGB1P10","ENSG00000213707","HMGB1P10","high mobility group box 1 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:4994]","GENECARDS,HGNC"
"HMGB3","ENSG00000029993","HMGB3","high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HMMR","ENSG00000072571","HMMR","hyaluronan mediated motility receptor [Source:HGNC Symbol;Acc:HGNC:5012]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HP","ENSG00000257017","HP","haptoglobin [Source:HGNC Symbol;Acc:HGNC:5141]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSF2BP","ENSG00000160207","HSF2BP","heat shock transcription factor 2 binding protein [Source:HGNC Symbol;Acc:HGNC:5226]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HSF4","ENSG00000102878","HSF4","heat shock transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:5227]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"HTR7","ENSG00000148680","HTR7","5-hydroxytryptamine receptor 7 [Source:HGNC Symbol;Acc:HGNC:5302]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IATPR","ENSG00000233387","IATPR","ITGB1 adjacent tumor promoting lncRNA [Source:HGNC Symbol;Acc:HGNC:53719]","GENECARDS,HGNC"
"IFI16","ENSG00000163565","IFI16","interferon gamma inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFI35","ENSG00000068079","IFI35","interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFI44","ENSG00000137965","IFI44","interferon induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFI44L","ENSG00000137959","IFI44L","interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFI6","ENSG00000126709","IFI6","interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFIH1","ENSG00000115267","IFIH1","interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFIT1","ENSG00000185745","IFIT1","interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFIT2","ENSG00000119922","IFIT2","interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFIT3","ENSG00000119917","IFIT3","interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFIT5","ENSG00000152778","IFIT5","interferon induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:HGNC:13328]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IFNG-AS1","ENSG00000255733","IFNG-AS1","IFNG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43910]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"IGFBP4","ENSG00000141753","IGFBP4","insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IGHA1","ENSG00000211895","IGHA1","immunoglobulin heavy constant alpha 1 [Source:HGNC Symbol;Acc:HGNC:5478]","GENECARDS,HGNC,UNIPROT_GN"
"IGHA2","ENSG00000211890","IGHA2","immunoglobulin heavy constant alpha 2 (A2m marker) [Source:HGNC Symbol;Acc:HGNC:5479]","GENECARDS,HGNC,UNIPROT_GN"
"IGHD","ENSG00000211898","IGHD","immunoglobulin heavy constant delta [Source:HGNC Symbol;Acc:HGNC:5480]","GENECARDS,HGNC"
"IGKV1D-13","ENSG00000276566","IGKV1D-13","immunoglobulin kappa variable 1D-13 [Source:HGNC Symbol;Acc:HGNC:5747]","GENECARDS,HGNC,UNIPROT_GN"
"IGKV3D-15","ENSG00000224041","IGKV3D-15","immunoglobulin kappa variable 3D-15 [Source:HGNC Symbol;Acc:HGNC:5824]","GENECARDS,HGNC,UNIPROT_GN"
"IGLC2","ENSG00000211677","IGLC2","immunoglobulin lambda constant 2 [Source:HGNC Symbol;Acc:HGNC:5856]","GENECARDS,HGNC"
"IGLV1-47","ENSG00000211648","IGLV1-47","immunoglobulin lambda variable 1-47 [Source:HGNC Symbol;Acc:HGNC:5880]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV1-51","ENSG00000211644","IGLV1-51","immunoglobulin lambda variable 1-51 [Source:HGNC Symbol;Acc:HGNC:5882]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV2-11","ENSG00000211668","IGLV2-11","immunoglobulin lambda variable 2-11 [Source:HGNC Symbol;Acc:HGNC:5887]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV2-14","ENSG00000211666","IGLV2-14","immunoglobulin lambda variable 2-14 [Source:HGNC Symbol;Acc:HGNC:5888]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV2-18","ENSG00000211664","IGLV2-18","immunoglobulin lambda variable 2-18 [Source:HGNC Symbol;Acc:HGNC:5889]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV2-23","ENSG00000211660","IGLV2-23","immunoglobulin lambda variable 2-23 [Source:HGNC Symbol;Acc:HGNC:5890]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV3-1","ENSG00000211673","IGLV3-1","immunoglobulin lambda variable 3-1 [Source:HGNC Symbol;Acc:HGNC:5896]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV3-16","ENSG00000211665","IGLV3-16","immunoglobulin lambda variable 3-16 [Source:HGNC Symbol;Acc:HGNC:5901]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV3-25","ENSG00000211659","IGLV3-25","immunoglobulin lambda variable 3-25 [Source:HGNC Symbol;Acc:HGNC:5908]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV3-27","ENSG00000211658","IGLV3-27","immunoglobulin lambda variable 3-27 [Source:HGNC Symbol;Acc:HGNC:5910]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV5-45","ENSG00000211650","IGLV5-45","immunoglobulin lambda variable 5-45 [Source:HGNC Symbol;Acc:HGNC:5924]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV6-57","ENSG00000211640","IGLV6-57","immunoglobulin lambda variable 6-57 [Source:HGNC Symbol;Acc:HGNC:5927]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV7-46","ENSG00000211649","IGLV7-46","immunoglobulin lambda variable 7-46 [Source:HGNC Symbol;Acc:HGNC:5930]","GENECARDS,HGNC,UNIPROT_GN"
"IGLV8-61","ENSG00000211638","IGLV8-61","immunoglobulin lambda variable 8-61 [Source:HGNC Symbol;Acc:HGNC:5931]","GENECARDS,HGNC,UNIPROT_GN"
"IL10","ENSG00000136634","IL10","interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IL6","ENSG00000136244","IL6","interleukin 6 [Source:HGNC Symbol;Acc:HGNC:6018]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ILDR1","ENSG00000145103","ILDR1","immunoglobulin like domain containing receptor 1 [Source:HGNC Symbol;Acc:HGNC:28741]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"INHBA","ENSG00000122641","INHBA","inhibin subunit beta A [Source:HGNC Symbol;Acc:HGNC:6066]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"IRF7","ENSG00000185507","IRF7","interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ISG15","ENSG00000187608","ISG15","ISG15 ubiquitin like modifier [Source:HGNC Symbol;Acc:HGNC:4053]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ISM1","ENSG00000101230","ISM1","isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"ITGB8","ENSG00000105855","ITGB8","integrin subunit beta 8 [Source:HGNC Symbol;Acc:HGNC:6163]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JCHAIN","ENSG00000132465","JCHAIN","joining chain of multimeric IgA and IgM [Source:HGNC Symbol;Acc:HGNC:5713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"JPH4","ENSG00000092051","JPH4","junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KCNMA1","ENSG00000156113","KCNMA1","potassium calcium-activated channel subfamily M alpha 1 [Source:HGNC Symbol;Acc:HGNC:6284]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KIF4A","ENSG00000090889","KIF4A","kinesin family member 4A [Source:HGNC Symbol;Acc:HGNC:13339]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KPTN","ENSG00000118162","KPTN","kaptin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:6404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT81","ENSG00000205426","KRT81","keratin 81 [Source:HGNC Symbol;Acc:HGNC:6458]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LAMP3","ENSG00000078081","LAMP3","lysosomal associated membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:14582]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LDLRAD2","ENSG00000187942","LDLRAD2","low density lipoprotein receptor class A domain containing 2 [Source:HGNC Symbol;Acc:HGNC:32071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIF","ENSG00000128342","LIF","LIF interleukin 6 family cytokine [Source:HGNC Symbol;Acc:HGNC:6596]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00189","ENSG00000215533","LINC00189","long intergenic non-protein coding RNA 189 [Source:HGNC Symbol;Acc:HGNC:18461]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC00471","ENSG00000181798","LINC00471","long intergenic non-protein coding RNA 471 [Source:HGNC Symbol;Acc:HGNC:28668]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC01031","ENSG00000232077","LINC01031","long intergenic non-protein coding RNA 1031 [Source:HGNC Symbol;Acc:HGNC:49017]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC01132","ENSG00000227630","LINC01132","long intergenic non-protein coding RNA 1132 [Source:HGNC Symbol;Acc:HGNC:49444]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
