"initial_alias","converted_alias","name","description","namespace"
"KIAA1614-AS1","ENSG00000232586","KIAA1614-AS1","KIAA1614 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50644]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"KIAA1841","None","None","None",""
"KIF27","ENSG00000165115","KIF27","kinesin family member 27 [Source:HGNC Symbol;Acc:HGNC:18632]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLF1","ENSG00000105610","KLF1","KLF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:6345]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KLRK1","ENSG00000213809","KLRK1","killer cell lectin like receptor K1 [Source:HGNC Symbol;Acc:HGNC:18788]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KNOP1","ENSG00000103550","KNOP1","lysine rich nucleolar protein 1 [Source:HGNC Symbol;Acc:HGNC:34404]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRCC1","ENSG00000172086","KRCC1","lysine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:28039]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"KRT8P12","ENSG00000229320","KRT8P12","keratin 8 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:28057]","GENECARDS,HGNC"
"LACTB2","ENSG00000147592","LACTB2","lactamase beta 2 [Source:HGNC Symbol;Acc:HGNC:18512]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LAX1","ENSG00000122188","LAX1","lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LBR","ENSG00000143815","LBR","lamin B receptor [Source:HGNC Symbol;Acc:HGNC:6518]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LCMT2","ENSG00000168806","LCMT2","leucine carboxyl methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:17558]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LETM2","ENSG00000165046","LETM2","leucine zipper and EF-hand containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:14648]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LFNG","ENSG00000106003","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:6560]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LGALS8-AS1","ENSG00000223776","LGALS8-AS1","LGALS8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40340]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LILRB3","ENSG00000204577","LILRB3","leukocyte immunoglobulin like receptor B3 [Source:HGNC Symbol;Acc:HGNC:6607]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIMA1","ENSG00000050405","LIMA1","LIM domain and actin binding 1 [Source:HGNC Symbol;Acc:HGNC:24636]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LIMD1-AS1","ENSG00000230530","LIMD1-AS1","LIMD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44107]","GENECARDS,HGNC"
"LIME1","ENSG00000203896","LIME1","Lck interacting transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26016]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LINC00324","ENSG00000178977","LINC00324","long intergenic non-protein coding RNA 324 [Source:HGNC Symbol;Acc:HGNC:26628]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC00638","None","None","None",""
"LINC00659","ENSG00000228705","LINC00659","long intergenic non-protein coding RNA 659 [Source:HGNC Symbol;Acc:HGNC:44316]","GENECARDS,HGNC"
"LINC00861","ENSG00000245164","LINC00861","long intergenic non-protein coding RNA 861 [Source:HGNC Symbol;Acc:HGNC:45133]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC00896","ENSG00000236499","LINC00896","long intergenic non-protein coding RNA 896 [Source:HGNC Symbol;Acc:HGNC:26519]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC00899","ENSG00000231711","LINC00899","long intergenic non-protein coding RNA 899 [Source:HGNC Symbol;Acc:HGNC:48583]","GENECARDS,HGNC"
"LINC00910","ENSG00000188825","LINC00910","long intergenic non-protein coding RNA 910 [Source:HGNC Symbol;Acc:HGNC:44361]","GENECARDS,HGNC"
"LINC00921","ENSG00000281005","LINC00921","long intergenic non-protein coding RNA 921 [Source:HGNC Symbol;Acc:HGNC:26830]","ENTREZGENE,HGNC,WIKIGENE"
"LINC01002","ENSG00000282508","LINC01002","long intergenic non-protein coding RNA 1002 [Source:HGNC Symbol;Acc:HGNC:38538]","GENECARDS,HGNC"
"LINC01004","None","None","None",""
"LINC01232","ENSG00000280734","LINC01232","long intergenic non-protein coding RNA 1232 [Source:HGNC Symbol;Acc:HGNC:49755]","GENECARDS,HGNC"
"LINC01359","ENSG00000226891","LINC01359","long intergenic non-protein coding RNA 1359 [Source:HGNC Symbol;Acc:HGNC:50591]","GENECARDS,HGNC"
"LINC01410","ENSG00000238113","LINC01410","long intergenic non-protein coding RNA 1410 [Source:HGNC Symbol;Acc:HGNC:50702]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC01513","None","None","None",""
"LINC01801","ENSG00000267767","LINC01801","long intergenic non-protein coding RNA 1801 [Source:HGNC Symbol;Acc:HGNC:52592]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC01814","ENSG00000236790","LINC00299","long intergenic non-protein coding RNA 299 [Source:HGNC Symbol;Acc:HGNC:27940]","ENTREZGENE,WIKIGENE"
"LINC01819","ENSG00000231826","LINC01819","long intergenic non-protein coding RNA 1819 [Source:HGNC Symbol;Acc:HGNC:52624]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC02062","None","None","None",""
"LINC02158","None","None","None",""
"LINC02649","ENSG00000215244","LINC02649","long intergenic non-protein coding RNA 2649 [Source:HGNC Symbol;Acc:HGNC:54134]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC02656","ENSG00000212743","LINC02656","long intergenic non-protein coding RNA 2656 [Source:HGNC Symbol;Acc:HGNC:54142]","GENECARDS,HGNC"
"LINC02680","ENSG00000285737","LINC02680","long intergenic non-protein coding RNA 2680 [Source:HGNC Symbol;Acc:HGNC:54174]","GENECARDS,HGNC"
"LINC02724","ENSG00000181908","LINC02724","long intergenic non-protein coding RNA 2724 [Source:HGNC Symbol;Acc:HGNC:54241]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LINC02846","ENSG00000260193","LINC02846","long intergenic non-protein coding RNA 2846 [Source:HGNC Symbol;Acc:HGNC:54381]","GENECARDS,HGNC"
"LINC02863","ENSG00000238160","LINC02863","long intergenic non-protein coding RNA 2863 [Source:HGNC Symbol;Acc:HGNC:41290]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"LIPN","ENSG00000204020","LIPN","lipase family member N [Source:HGNC Symbol;Acc:HGNC:23452]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LPAR5","ENSG00000184574","LPAR5","lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LPGAT1","ENSG00000123684","LPGAT1","lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LPL","ENSG00000175445","LPL","lipoprotein lipase [Source:HGNC Symbol;Acc:HGNC:6677]","DBASS5,ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRIF1","ENSG00000121931","LRIF1","ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRC61","ENSG00000127399","LRRC61","leucine rich repeat containing 61 [Source:HGNC Symbol;Acc:HGNC:21704]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRRK2-DT","ENSG00000225342","LRRK2-DT","LRRK2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:40848]","GENECARDS,HGNC"
"LRRN1","ENSG00000175928","LRRN1","leucine rich repeat neuronal 1 [Source:HGNC Symbol;Acc:HGNC:20980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LRWD1","ENSG00000161036","LRWD1","leucine rich repeats and WD repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21769]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"LUCAT1","ENSG00000248323","LUCAT1","lung cancer associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:48498]","GENECARDS,HGNC"
"LUNAR1","ENSG00000278090","LUNAR1","leukemia-associated non-coding IGF1R activator RNA 1 [Source:HGNC Symbol;Acc:HGNC:51199]","GENECARDS,HGNC"
"LYST","ENSG00000143669","LYST","lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAK","ENSG00000111837","MAK","male germ cell associated kinase [Source:HGNC Symbol;Acc:HGNC:6816]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP1LC3A","ENSG00000101460","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha [Source:HGNC Symbol;Acc:HGNC:6838]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MAP7","ENSG00000135525","MAP7","microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MARCHF7","ENSG00000136536","MARCHF7","membrane associated ring-CH-type finger 7 [Source:HGNC Symbol;Acc:HGNC:17393]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MBD6","ENSG00000166987","MBD6","methyl-CpG binding domain protein 6 [Source:HGNC Symbol;Acc:HGNC:20445]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MCM3AP-AS1","ENSG00000215424","MCM3AP-AS1","MCM3AP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:16417]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MED20","ENSG00000124641","MED20","mediator complex subunit 20 [Source:HGNC Symbol;Acc:HGNC:16840]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED20","ENSG00000288721","None","novel protein","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED25","ENSG00000104973","MED25","mediator complex subunit 25 [Source:HGNC Symbol;Acc:HGNC:28845]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MED31","ENSG00000108590","MED31","mediator complex subunit 31 [Source:HGNC Symbol;Acc:HGNC:24260]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MEF2C-AS1","ENSG00000248309","MEF2C-AS1","MEF2C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48908]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MFAP1","ENSG00000140259","MFAP1","microfibril associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7032]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFAP3","ENSG00000037749","MFAP3","microfibril associated protein 3 [Source:HGNC Symbol;Acc:HGNC:7034]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MFSD4B","ENSG00000173214","MFSD4B","major facilitator superfamily domain containing 4B [Source:HGNC Symbol;Acc:HGNC:21053]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MGAM","ENSG00000257335","MGAM","maltase-glucoamylase [Source:HGNC Symbol;Acc:HGNC:7043]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MGC16275","ENSG00000246731","MGC16275","uncharacterized protein MGC16275 [Source:NCBI gene (formerly Entrezgene);Acc:85001]","ENTREZGENE,WIKIGENE"
"MGME1","ENSG00000125871","MGME1","mitochondrial genome maintenance exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:16205]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MIR223HG","ENSG00000274536","MIR223HG","MIR223 host gene [Source:HGNC Symbol;Acc:HGNC:54520]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MIR29B2CHG","ENSG00000203709","MIR29B2CHG","MIR29B2 and MIR29C host gene [Source:HGNC Symbol;Acc:HGNC:32018]","GENECARDS,HGNC"
"MIR3174","ENSG00000265871","MIR3174","microRNA 3174 [Source:HGNC Symbol;Acc:HGNC:38264]","ENTREZGENE,HGNC,WIKIGENE"
"MIR3176","ENSG00000266235","MIR3176","microRNA 3176 [Source:HGNC Symbol;Acc:HGNC:38345]","ENTREZGENE,HGNC,WIKIGENE"
"MIR320E","ENSG00000211513","MIR320E","microRNA 320e [Source:HGNC Symbol;Acc:HGNC:38230]","GENECARDS,HGNC"
"MIR342","ENSG00000199082","MIR342","microRNA 342 [Source:HGNC Symbol;Acc:HGNC:31778]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MIR3605","ENSG00000284154","MIR3605","microRNA 3605 [Source:HGNC Symbol;Acc:HGNC:38922]","ENTREZGENE,HGNC,WIKIGENE"
"MIR3609","ENSG00000266019","MIR3609","microRNA 3609 [Source:HGNC Symbol;Acc:HGNC:38956]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MIR4518","ENSG00000266305","MIR4518","microRNA 4518 [Source:HGNC Symbol;Acc:HGNC:41809]","ENTREZGENE,HGNC,WIKIGENE"
"MIR6753","ENSG00000275022","MIR6753","microRNA 6753 [Source:HGNC Symbol;Acc:HGNC:50255]","ENTREZGENE,HGNC,WIKIGENE"
"MIR6813","ENSG00000274034","MIR6813","microRNA 6813 [Source:HGNC Symbol;Acc:HGNC:50017]","ENTREZGENE,HGNC,WIKIGENE"
"MIR6819","ENSG00000278420","MIR6819","microRNA 6819 [Source:HGNC Symbol;Acc:HGNC:50155]","ENTREZGENE,HGNC,WIKIGENE"
"MIR7848","ENSG00000276961","MIR7848","microRNA 7848 [Source:HGNC Symbol;Acc:HGNC:50058]","ENTREZGENE,HGNC,WIKIGENE"
"MIRLET7BHG","ENSG00000197182","MIRLET7BHG","MIRLET7B host gene [Source:HGNC Symbol;Acc:HGNC:37189]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"MLYCD","ENSG00000103150","MLYCD","malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:HGNC:7150]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MMACHC","ENSG00000132763","MMACHC","metabolism of cobalamin associated C [Source:HGNC Symbol;Acc:HGNC:24525]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MOCS3","ENSG00000124217","MOCS3","molybdenum cofactor synthesis 3 [Source:HGNC Symbol;Acc:HGNC:15765]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MOSPD2","ENSG00000130150","MOSPD2","motile sperm domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28381]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MPZ","ENSG00000158887","MPZ","myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTFMT","ENSG00000103707","MTFMT","mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTG2","ENSG00000101181","MTG2","mitochondrial ribosome associated GTPase 2 [Source:HGNC Symbol;Acc:HGNC:16239]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MTMR10","ENSG00000166912","MTMR10","myotubularin related protein 10 [Source:HGNC Symbol;Acc:HGNC:25999]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYBPC3","ENSG00000134571","MYBPC3","myosin binding protein C3 [Source:HGNC Symbol;Acc:HGNC:7551]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"MYL4","ENSG00000198336","MYL4","myosin light chain 4 [Source:HGNC Symbol;Acc:HGNC:7585]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"N6AMT1","ENSG00000156239","N6AMT1","N-6 adenine-specific DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:16021]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NABP1","ENSG00000173559","NABP1","nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NALT1","ENSG00000237886","NALT1","NOTCH1 associated lncRNA in T cell acute lymphoblastic leukemia 1 [Source:HGNC Symbol;Acc:HGNC:51192]","GENECARDS,HGNC"
"NAT1","ENSG00000171428","NAT1","N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7645]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NBPF1","ENSG00000219481","NBPF1","NBPF member 1 [Source:HGNC Symbol;Acc:HGNC:26088]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NBPF19","ENSG00000271383","NBPF19","NBPF member 19 [Source:HGNC Symbol;Acc:HGNC:31999]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCF1","ENSG00000158517","NCF1","neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:HGNC:7660]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NCF1B","ENSG00000182487","NCF1B","neutrophil cytosolic factor 1B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32522]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NCF1B","ENSG00000290838","NCF1B","neutrophil cytosolic factor 1B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:32522]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NCK1-DT","ENSG00000239213","NCK1-DT","NCK1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49645]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NECAB2","ENSG00000103154","NECAB2","N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23746]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NFE2","ENSG00000123405","NFE2","nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NHLRC4","ENSG00000257108","NHLRC4","NHL repeat containing 4 [Source:HGNC Symbol;Acc:HGNC:26700]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NHS","ENSG00000188158","NHS","NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NHSL2","ENSG00000204131","NHSL2","NHS like 2 [Source:HGNC Symbol;Acc:HGNC:33737]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NIFK-AS1","ENSG00000236859","NIFK-AS1","NIFK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27385]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"NLRC4","ENSG00000091106","NLRC4","NLR family CARD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:16412]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NOTCH1","ENSG00000148400","NOTCH1","notch receptor 1 [Source:HGNC Symbol;Acc:HGNC:7881]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NPB","ENSG00000183979","NPB","neuropeptide B [Source:HGNC Symbol;Acc:HGNC:30099]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NT5C2","ENSG00000076685","NT5C2","5'-nucleotidase, cytosolic II [Source:HGNC Symbol;Acc:HGNC:8022]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUAK2","ENSG00000163545","NUAK2","NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"NUDT7","ENSG00000140876","NUDT7","nudix hydrolase 7 [Source:HGNC Symbol;Acc:HGNC:8054]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OLFM2","ENSG00000105088","OLFM2","olfactomedin 2 [Source:HGNC Symbol;Acc:HGNC:17189]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OLIG1","ENSG00000184221","OLIG1","oligodendrocyte transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16983]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OMA1","ENSG00000162600","OMA1","OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR52K1","ENSG00000196778","OR52K1","olfactory receptor family 52 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:15222]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OR52K3P","ENSG00000225101","OR52K3P","olfactory receptor family 52 subfamily K member 3 pseudogene [Source:HGNC Symbol;Acc:HGNC:15224]","GENECARDS,HGNC"
"ORAI3","ENSG00000175938","ORAI3","ORAI calcium release-activated calcium modulator 3 [Source:HGNC Symbol;Acc:HGNC:28185]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"OSER1-DT","ENSG00000223891","OSER1-DT","OSER1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48585]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"P2RX6","ENSG00000099957","P2RX6","purinergic receptor P2X 6 [Source:HGNC Symbol;Acc:HGNC:8538]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"P2RY13","ENSG00000181631","P2RY13","purinergic receptor P2Y13 [Source:HGNC Symbol;Acc:HGNC:4537]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"P2RY14","ENSG00000174944","P2RY14","purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PADI2","ENSG00000117115","PADI2","peptidyl arginine deiminase 2 [Source:HGNC Symbol;Acc:HGNC:18341]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAGE2B","ENSG00000238269","PAGE2B","PAGE family member 2B [Source:HGNC Symbol;Acc:HGNC:31805]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PAN3-AS1","ENSG00000261485","PAN3-AS1","PAN3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39932]","GENECARDS,HGNC"
"PANK2-AS1","ENSG00000229539","PANK2-AS1","PANK2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40732]","GENECARDS,HGNC"
"PAQR8","ENSG00000170915","PAQR8","progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PARS2","ENSG00000162396","PARS2","prolyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30563]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PDE4DIPP6","ENSG00000231551","PDE4DIPP6","PDE4DIP pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:55097]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"PDE4DIPP6","ENSG00000291232","PDE4DIPP6","PDE4DIP pseudogene 6 [Source:NCBI gene (formerly Entrezgene);Acc:100132057]","ENTREZGENE,GENECARDS,HGNC,WIKIGENE"
"PDLIM1P4","ENSG00000249274","PDLIM1P4","PDZ and LIM domain 1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:48947]","GENECARDS,HGNC"
"PDZD3","ENSG00000172367","NHERF4","NHERF family PDZ scaffold protein 4 [Source:HGNC Symbol;Acc:HGNC:19891]","UNIPROT_GN"
"PEX11A","ENSG00000166821","PEX11A","peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:HGNC:8852]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PEX12","ENSG00000108733","PEX12","peroxisomal biogenesis factor 12 [Source:HGNC Symbol;Acc:HGNC:8854]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGAM1P8","ENSG00000255200","PGAM1P8","phosphoglycerate mutase 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:42455]","GENECARDS,HGNC"
"PGBD2","ENSG00000185220","PGBD2","piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PGM2","ENSG00000169299","PGM2","phosphoglucomutase 2 [Source:HGNC Symbol;Acc:HGNC:8906]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHF23","ENSG00000040633","PHF23","PHD finger protein 23 [Source:HGNC Symbol;Acc:HGNC:28428]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PHOSPHO1","ENSG00000173868","PHOSPHO1","phosphoethanolamine/phosphocholine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:16815]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGM","ENSG00000143315","PIGM","phosphatidylinositol glycan anchor biosynthesis class M [Source:HGNC Symbol;Acc:HGNC:18858]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIGV","ENSG00000060642","PIGV","phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PIK3R6","ENSG00000276231","PIK3R6","phosphoinositide-3-kinase regulatory subunit 6 [Source:HGNC Symbol;Acc:HGNC:27101]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PISD","ENSG00000241878","PISD","phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:HGNC:8999]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"PKN2","ENSG00000065243","PKN2","protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
